Education_Sector,Entity_Type,School_Number,School_Name,School_Type,School_Status,Address,Address_Town,Address_State,Address_Postcode,Postal Address,Postal_Town,State Code,Postal_Postcode,Phone Number,LGA_ID,LGA_Name,Latitude,Longitude
Government,1,5440,Woady Yaloak Primary School,Primary,O,50 Becker Street ,Smythesdale,VIC,3351,50 Becker Street,Smythesdale,VIC,3351,(035) 342-8565,249,Golden Plains (S),143.6842973,-37.64352309
Government,1,5441,Millwarra Primary School,Primary,O,Cavanagh Road ,Millgrove,VIC,3799,P O Box 578,Warburton,VIC,3799,(035) 966-2518,745,Yarra Ranges (S),145.6518558,-37.75278559
Government,1,5442,Gormandale And District Primary School,Primary,O,38 Main Street ,Gormandale,VIC,3873,38 Main Street,Gormandale,VIC,3873,(035) 197-7444,681,Wellington (S),146.703208,-38.294177
Government,1,5443,Roxburgh Homestead Primary School,Primary,O,Mcpherson Boulevard ,Roxburgh Park,VIC,3064,P O Box 187,Somerton,VIC,3062,(039) 305-1688,327,Hume (C),144.916991,-37.631647
Government,1,5444,Newcomb Park Primary School,Primary,O,7 - 25 Richard Street ,Newcomb,VIC,3219,7 - 25 Richard Street,Newcomb,VIC,3219,(035) 248-4176,275,Greater Geelong (C),144.3945277,-38.16519524
Government,1,5450,Dinjerra Primary School,Primary,O,44 South Road ,Braybrook,VIC,3019,P O Box 4005,West Footscray,VIC,3012,(039) 311-1598,433,Maribyrnong (C),144.8562935,-37.79178498
Government,1,5453,Belle Vue Park Primary School,Primary,O,Morell Street ,Glenroy,VIC,3046,Morell Street,Glenroy,VIC,3046,(039) 306-7900,525,Moreland (C),144.9436284,-37.70120506
Government,1,5454,Doncaster Gardens Primary School,Primary,O,Sandhurst Avenue ,Doncaster East,VIC,3109,Sandhurst Avenue,Doncaster East,VIC,3109,(039) 848-5282,421,Manningham (C),145.1475053,-37.78160872
Government,1,5456,Nyah District Primary School,Primary,O,53-59 Monash Avenue ,Nyah West,VIC,3595,P O Box 177,Nyah West,VIC,3595,(035) 030-2548,661,Swan Hill (RC),143.343189,-35.186082
Government,1,5463,Strathaird Primary School,Primary,O,20 Sherwood Road ,Narre Warren South,VIC,3805,P O Box 4124,Narre Warren South,VIC,3805,(039) 705-3800,161,Casey (C),145.286094,-38.062566
Government,1,5464,Marnebek School Cranbourne,Special,O,9 New Holland Drive ,Cranbourne East,VIC,3977,9 New Holland Drive,Cranbourne East,VIC,3977,(035) 996-3858,161,Casey (C),145.2964999,-38.11020493
Government,1,5478,Great Ryrie Primary School,Primary,O,Great Ryrie Street ,Heathmont,VIC,3135,P O Box 809,Heathmont,VIC,3135,(039) 870-6098,441,Maroondah (C),145.237626,-37.823797
Government,1,5479,Timbarra P-9 College,Pri/Sec,O,159-197 Parkhill Drive ,Berwick,VIC,3806,P O Box 259,Berwick,VIC,3806,(039) 704-2744,161,Casey (C),145.3226276,-38.01557462
Government,1,5480,Parkwood Green Primary School,Primary,O,Cnr Gourlay Rd & Community Hub ,Hillside,VIC,3037,Cnr Gourlay Rd & Community Hub,Hillside,VIC,3037,(039) 449-3600,465,Melton (C),144.74446,-37.699206
Government,1,5482,Hillsmeade Primary School,Primary,O,82S The Promenade ,Narre Warren South,VIC,3805,P O Box 4360,Narre Warren South,VIC,3805,(039) 704-6313,161,Casey (C),145.307482,-38.06499
Government,1,5485,Roxburgh Park Primary School,Primary,O,7-21 Almands Avenue ,Roxburgh Park,VIC,3064,7-21 Almands Avenue,Roxburgh Park,VIC,3064,(039) 303-9335,327,Hume (C),144.931292,-37.634331
Government,1,5486,Carranballac P-9 College,Pri/Sec,O,Cnr Foxwood Dve & Dunnings Rd ,Point Cook,VIC,3030,PO Box 6106,Point Cook,VIC,3030,(039) 395-3533,726,Wyndham (C),144.74309,-37.885238
Government,1,5488,Benton Junior College,Primary,O,261 Racecourse Road ,Mornington,VIC,3931,261 RACECOURSE ROAD,Mornington,VIC,3931,(035) 973-9100,534,Mornington Peninsula (S),145.061114,-38.245946
Government,1,5489,Caulfield Primary School,Primary,O,724 Glen Huntly Road ,Caulfield South,VIC,3162,724 Glen Huntly Road,Caulfield South,VIC,3162,(039) 523-7932,231,Glen Eira (C),145.0200308,-37.888054
Government,1,5490,East Gippsland Specialist School,Special,O,31 Calvert Street ,Bairnsdale,VIC,3875,31 Calvert Street,Bairnsdale,VIC,3875,(035) 152-5922,211,East Gippsland (S),147.598997,-37.828711
Government,1,5493,Roxburgh Rise Primary School,Primary,O,Cnr Lockwood Dr & Bluebird Way ,Roxburgh Park,VIC,3064,Cnr Lockwood Dr & Bluebird Way,Roxburgh Park,VIC,3064,(039) 305-4334,327,Hume (C),144.92325,-37.616552
Government,1,5494,Lynbrook Primary School,Primary,O,Paterson Drive ,Lynbrook,VIC,3975,Paterson Drive,Lynbrook,VIC,3975,(038) 787-5390,161,Casey (C),145.248784,-38.051974
Government,1,5495,South Gippsland Specialist School,Special,O,13 Horn Street ,Leongatha,VIC,3953,P O Box 378,Leongatha,VIC,3953,(035) 662-4496,617,South Gippsland (S),145.9572894,-38.47819065
Government,1,5497,Laurimar Primary School,Primary,O,Armidale Road ,Doreen,VIC,3754,Armidale Rd,Doreen,VIC,3754,(039) 717-7100,707,Whittlesea (C),145.1264607,-37.58609429
Government,1,5498,Truganina South Primary School,Primary,O,3-19 Parkvista Drive ,Truganina,VIC,3029,P O Box 8266,Tarneit,VIC,3029,(039) 296-1800,726,Wyndham (C),144.726513,-37.863631
Government,1,5499,Kororoit Creek Primary School,Primary,O,130 Tenterfield Drive ,Burnside Heights,VIC,3023,P O Box 3012,Caroline Springs,VIC,3023,(038) 358-0600,465,Melton (C),144.754235,-37.735109
Government,1,5500,Harvest Home Primary School,Primary,O,365 Harvest Home Road ,Epping,VIC,3076,365 Harvest Home Road,Epping,VIC,3076,(038) 468-9000,707,Whittlesea (C),145.00173,-37.622441
Government,1,5501,Truganina P-9 College,Pri/Sec,O,55 Clearwood Drive ,Truganina,VIC,3029,55 Clearwood Drive,Truganina,VIC,3029,(039) 368-9800,726,Wyndham (C),144.7190874,-37.83876718
Government,1,5503,Berwick Chase Primary School,Primary,O,72 Viewgrand Drive ,Berwick,VIC,3806,P O BOX 4084,Narre Warren South,VIC,3805,(039) 707-7799,161,Casey (C),145.346961,-38.067433
Government,1,5504,Pakenham Lakeside Primary School,Primary,O,23 Shearwater Drive ,Pakenham,VIC,3810,P O Box 286,Officer,VIC,3809,(035) 940-9532,145,Cardinia (S),145.4393957,-38.06800361
Government,1,5507,Pakenham Springs Primary School,Primary,O,5 Livingstone Boulevard ,Pakenham,VIC,3810,PO Box 819,Pakenham,VIC,3810,(035) 945-7400,145,Cardinia (S),145.47038,-38.084468
Government,1,5508,Taylors Hill Primary School,Primary,O,40-50 Loddon Drive ,Taylors Hill,VIC,3037,P O Box 3665,Caroline Springs,VIC,3023,(039) 361-4900,465,Melton (C),144.7599018,-37.71669468
Government,1,5510,Cranbourne Carlisle Primary School,Primary,O,15 Silky Oak Drive ,Cranbourne,VIC,3977,15 Silky Oak Drive,Cranbourne,VIC,3977,(035) 991-3600,161,Casey (C),145.288381,-38.086803
Government,1,5511,Aurora School,Special,O,96 Holland Road ,Blackburn South,VIC,3130,P O Box 249,Blackburn South,VIC,3130,(038) 878-9878,698,Whitehorse (C),145.1507912,-37.84017872
Government,1,5512,Derrimut Primary School,Primary,O,40 Lennon Parkway ,Derrimut,VIC,3030,PO Box 121,Deer Park,VIC,3023,(038) 361-1000,118,Brimbank (C),144.7632008,-37.78926806
Government,1,5513,Epping Views Primary School,Primary,O,20 Mansfield Street ,Epping,VIC,3076,20 Mansfield Street,Epping,VIC,3076,(038) 401-3791,707,Whittlesea (C),145.0247307,-37.6287027
Government,1,5518,Cranbourne East Primary School,Primary,O,2 Bowyer Avenue ,Cranbourne East,VIC,3977,P O Box 45,Cranbourne,VIC,3977,(035) 990-0400,161,Casey (C),145.304608,-38.106212
Government,1,5520,Yuille Park P-8 Community College,Pri/Sec,O,39 Violet Grove ,Wendouree,VIC,3355,P O Box 42,Wendouree,VIC,3355,(035) 339-5555,57,Ballarat (C),143.8200882,-37.52778453
Government,1,5521,Lyndhurst Primary School,Primary,O,70 Brookwater Parade ,Lyndhurst,VIC,3975,70 Brookwater Parade,Lyndhurst,VIC,3975,(038) 768-6700,161,Casey (C),145.254082,-38.07496
Government,1,5522,Aitken Creek Primary School,Primary,O,51-81 Grevillea Street ,Craigieburn,VIC,3064,P O Box 293,Craigieburn,VIC,3064,(038) 338-3700,327,Hume (C),144.9060435,-37.58226295
Government,1,5523,Reservoir Views Primary School,Primary,O,73-91 Hickford Street ,Reservoir,VIC,3073,73-91 Hickford Street,Reservoir,VIC,3073,(039) 460-6995,189,Darebin (C),145.0206841,-37.70583898
Government,1,5524,Meadows Primary School,Primary,O,41 Gerbert Street ,Broadmeadows,VIC,3047,41 Gerbert Street,Broadmeadows,VIC,3047,(039) 309-2573,327,Hume (C),144.9289159,-37.68756372
Government,1,5525,Mernda Park Primary School,Primary,O,40 Riverdale Boulevard ,Mernda,VIC,3754,Post Office Box 210,Doreen,VIC,3754,(039) 354-8888,707,Whittlesea (C),145.096902,-37.614469
Government,1,5526,Sunshine Harvester Primary School,Primary,O,132 Hertford Road ,Sunshine,VIC,3020,132 Hertford Road,Sunshine,VIC,3020,(039) 311-1234,118,Brimbank (C),144.845687,-37.782934
Government,1,5528,Alamanda K-9 College,Pri/Sec,O,86-100 Alamanda Boulevard ,Point Cook,VIC,3030,PO Box 6606,Point Cook,VIC,3030,(038) 376-5200,726,Wyndham (C),144.7412012,-37.90833699
Government,1,5530,Whitehorse Primary School,Primary,O,70-86 Junction Road ,Blackburn North,VIC,3130,P O Box 1027,Blackburn North,VIC,3130,(039) 878-9339,698,Whitehorse (C),145.1669863,-37.80746673
Government,1,5531,Golden Square Primary School,Primary,O,19 - 31 Maple Street ,Golden Square,VIC,3555,P O Box 38,Golden Square,VIC,3555,(035) 443-6877,262,Greater Bendigo (C),144.2573028,-36.77060344
Government,1,5532,Lalor Gardens Primary School,Primary,O,134 Kingsway Drive ,Lalor,VIC,3075,134 Kingsway Drive,Lalor,VIC,3075,(039) 465-1351,707,Whittlesea (C),145.0013492,-37.66369312
Government,1,5533,Chandler Park Primary School,Primary,O,Cochrane Avenue ,Keysborough,VIC,3173,Cochrane Avenue,Keysborough,VIC,3173,(039) 798-2228,267,Greater Dandenong (C),145.1801863,-37.99231907
Government,1,5534,Keysborough Primary School,Primary,O,33 Coomoora Road ,Springvale South,VIC,3172,33 Coomoora Road,Springvale South,VIC,3172,(039) 798-4764,267,Greater Dandenong (C),145.1549025,-37.98256526
Government,1,5535,Lyndale Greens Primary School,Primary,O,1 - 19 Oakwood Avenue ,Dandenong North,VIC,3175,1 - 19 Oakwood Avenue,Dandenong North,VIC,3175,(039) 795-2271,267,Greater Dandenong (C),145.205529,-37.965029
Government,1,5536,Athol Road Primary School,Primary,O,159-167 Athol Road ,Springvale South,VIC,3172,159-167 Athol Road,Springvale South,VIC,3172,(039) 547-1224,267,Greater Dandenong (C),145.1503455,-37.97112339
Government,1,5537,Springvale Rise Primary School (interim name),Primary,O,32-52 Wareham Street ,Springvale,VIC,3171,32 - 52 Wareham Street,Springvale,VIC,3171,(039) 546-3799,267,Greater Dandenong (C),145.1588204,-37.93923245
Government,1,5538,Spring Parks Primary School,Primary,O,24 Erica Street ,Springvale,VIC,3171,24 Erica Street,Springvale,VIC,3171,(039) 546-6402,267,Greater Dandenong (C),145.1396062,-37.95875268
Government,1,5539,Keilor Views Primary School,Primary,O,18 Swindon Crescent ,Keilor Downs,VIC,3038,18 Swindon Crescent,Keilor Downs,VIC,3038,(039) 367-7466,118,Brimbank (C),144.8088553,-37.71795643
Government,1,5540,Wyndham Park Primary School,Primary,O,Kookaburra Avenue ,Werribee,VIC,3030,Kookaburra Avenue,Werribee,VIC,3030,(039) 741-4549,726,Wyndham (C),144.6773523,-37.88474159
Government,1,5541,Lightning Reef Primary School,Primary,O,74 Holmes Road ,Bendigo,VIC,3550,P O Box 66,Nth Bendigo,VIC,3550,(035) 443-2501,262,Greater Bendigo (C),144.2687919,-36.73684309
Government,1,5542,Glenroy Central Primary School,Primary,O,10 Logan Street ,Glenroy,VIC,3046,10 Logan St,Glenroy,VIC,3046,(039) 306-4144,525,Moreland (C),144.927708,-37.70570483
Government,1,5544,William Ruthven Primary School,Primary,O,60 Merrilands Road ,Reservoir,VIC,3073,P O Box 388,Reservoir,VIC,3073,(039) 460-1668,189,Darebin (C),145.0027816,-37.69666885
Government,1,5545,Newbury Primary School,Primary,O,202-226 Newbury Boulevard ,Craigieburn,VIC,3064,PO Box 1231,Craigieburn,VIC,3064,(038) 691-6900,327,Hume (C),144.90952,-37.571143
Government,1,5546,Dallas Brooks Community Primary School,Primary,O,26-36 King Street ,Dallas,VIC,3047,P O Box 100,Dallas,VIC,3047,(039) 309-1181,327,Hume (C),144.9417679,-37.6705505
Government,1,5547,Goongerah Tubbut P-8 College,Pri/Sec,O,6933 Bonang Road ,Goongerah,VIC,3888,6933 Bonang Road,Goongerah,VIC,3888,(035) 154-0133,211,East Gippsland (S),148.7005096,-37.33148661
Government,1,5548,Horsham Primary School,Primary,O,38 Baillie Street ,Horsham,VIC,3400,PO Box 604,Horsham,VIC,3402,(035) 382-1534,319,Horsham (RC),142.2151479,-36.71137916
Government,1,5549,Wyndham Vale Primary School,Primary,O,85 Ribblesdale Ave ,Wyndham Vale,VIC,3024,85 Ribblesdale Ave,Wyndham Vale,VIC,3024,(038) 754-0888,726,Wyndham (C),144.6106338,-37.89592424
Government,1,5550,Officer Specialist School,Special,O,3 Parker Street ,Officer,VIC,3809,P O Box 475,Officer,VIC,3809,(035) 943-2800,145,Cardinia (S),145.4113067,-38.07078882
Government,1,5551,Epping Primary School,Primary,O,805 High Street ,Epping,VIC,3076,P O Box 9,Epping,VIC,3076,(039) 408-6362,707,Whittlesea (C),145.0255944,-37.64485061
Government,1,5552,Hazel Glen College,Pri/Sec,O,175 Cookes Road ,Doreen,VIC,3754,115 Eminence Blvd,Doreen,VIC,3754,(039) 717-7500,707,Whittlesea (C),145.1233997,-37.59822111
Government,1,5553,Tulliallan Primary School,Primary,O,89 Wheelers Park Drive ,Cranbourne North,VIC,3977,P O BOX 4061,Narre Warren South,VIC,3805,(038) 766-3100,161,Casey (C),145.326167,-38.081604
Government,1,5554,Coolaroo South Primary School,Primary,O,52-72 Bushfield Crescent ,Coolaroo,VIC,3048,P O Box 183,Dallas,VIC,3047,(039) 309-1664,327,Hume (C),144.930657,-37.661891
Government,1,5555,Jacana School for Autism,Special,O,19-39 Landy Road ,Jacana,VIC,3047,19-39 Landy Road,Jacana,VIC,3047,(039) 309-6258,327,Hume (C),144.913093,-37.687625
Government,1,5557,Arnolds Creek Primary School,Primary,O,59 Claret Ash Boulevard ,Melton West,VIC,3337,PO Box 1671,Melton West,VIC,3337,(039) 732-8300,465,Melton (C),144.5416076,-37.66641608
Government,1,5558,Wilandra Rise Primary School,Primary,O,25 Aayana Street ,Clyde North,VIC,3978,25 Aayana Street,Clyde North,VIC,3978,(035) 924-2500,161,Casey (C),145.321529,-38.107777
Government,1,5560,Barton Primary School,Primary,O,Everlasting Boulevard ,Cranbourne West,VIC,3977,90 Everlasting Boulevard,Cranbourne West,VIC,3977,null,161,Casey (C),145.241039,-38.113914
Government,1,5561,John Henry Primary School,Primary,O,141 Henry Road ,Pakenham,VIC,3810,P O Box 386,Officer,VIC,3809,(035) 908-9500,145,Cardinia (S),145.44192,-38.076858
Government,1,5566,Aireys Inlet Primary School,Primary,O,Anderson Street ,Aireys Inlet,VIC,3231,Anderson Street,Aireys Inlet,VIC,3231,(035) 289-7144,649,Surf Coast (S),144.109969,-38.45737433
Government,1,5568,Morwell Central Primary School,Primary,O,47 - 87 McDonald Street ,Morwell,VIC,3840,47-87 McDonald Street,Morwell,VIC,3840,(035) 136-5568,381,Latrobe (C),146.40764,-38.231672
Government,1,6201,Alvie Consolidated School,Primary,O,40 Wool Wool Rd ,Alvie,VIC,3249,Private Bag 2,Colac,VIC,3249,(035) 234-8256,175,Colac-Otway (S),143.50332,-38.241899
Government,1,6203,Apollo Bay P-12 College,Pri/Sec,O,Pengilley Avenue ,Apollo Bay,VIC,3233,Pengilley Avenue,Apollo Bay,VIC,3233,(035) 237-6483,175,Colac-Otway (S),143.660507,-38.753524
Government,1,6207,Boisdale Consolidated School,Primary,O,69 Newry Road ,Boisdale,VIC,3860,69 Newry Road,Boisdale,VIC,3860,(035) 145-4391,681,Wellington (S),146.979469,-37.87959
Government,1,6209,Cobram Primary School,Primary,O,78 - 98 William Street ,Cobram,VIC,3644,P O Box 261,Cobram,VIC,3644,(035) 872-1374,490,Moira (S),145.651099,-35.925108
Government,1,6211,Cohuna Consolidated School,Primary,O,Mead St ,Cohuna,VIC,3568,PO BOX 304,Cohuna,VIC,3568,(035) 456-2361,225,Gannawarra (S),144.213425,-35.806317
Government,1,6212,Collingwood College,Pri/Sec,O,Cnr Cromwell St/McCutcheon Way ,Collingwood,VIC,3066,Private Bag 63,Abbotsford,VIC,3067,(039) 417-6681,735,Yarra (C),144.990497,-37.802985
Government,1,6215,Dunkeld Consolidated School,Primary,O,93 Victoria Valley Road ,Dunkeld,VIC,3294,93 Victoria Valley Road,Dunkeld,VIC,3294,(035) 577-2384,626,Southern Grampians (S),142.340366,-37.638984
Government,1,6217,East Loddon P-12 College,Pri/Sec,O,Dingee Road ,Dingee,VIC,3571,Dingee Road,Dingee,VIC,3571,(035) 436-8300,394,Loddon (S),144.141446,-36.372222
Government,1,6221,Foster Primary School,Primary,O,75 Pioneer Street ,Foster,VIC,3960,75 Pioneer Street,Foster,VIC,3960,(035) 682-2370,617,South Gippsland (S),146.201995,-38.657341
Government,1,6223,Goroke P-12 College,Pri/Sec,O,55 Natimuk-Frances Road ,Goroke,VIC,3412,Box 132,Goroke,VIC,3412,(035) 386-1024,689,West Wimmera (S),141.48354,-36.715786
Government,1,6225,Heywood Consolidated School,Primary,O,51 Kentbruck Road ,Heywood,VIC,3304,P O Box 21,Heywood,VIC,3304,(035) 527-1200,241,Glenelg (S),141.612925,-38.127523
Government,1,6229,Kiewa Valley Primary School,Primary,O,81 Kiewa East Road ,Tangambalanga,VIC,3691,81 Kiewa East Road,Tangambalanga,VIC,3691,(026) 027-3275,335,Indigo (S),147.038773,-36.251053
Government,1,6231,Lavers Hill K-12 College,Pri/Sec,O,Great Ocean Road ,Lavers Hill,VIC,3238,Great Ocean Road,Lavers Hill,VIC,3238,(035) 237-3213,175,Colac-Otway (S),143.383051,-38.681844
Government,1,6233,Lockington Consolidated School,Primary,O,20 Burns Street ,Lockington,VIC,3563,20 Burns Street,Lockington,VIC,3563,(035) 486-2474,137,Campaspe (S),144.536638,-36.265769
Government,1,6235,Manangatang P-12 College,Pri/Sec,O,4105 Mallee Highway ,Manangatang,VIC,3546,4105 Mallee Highway,Manangatang,VIC,3546,(035) 035-1270,661,Swan Hill (RC),142.884879,-35.056234
Government,1,6236,Terang College,Pri/Sec,O,45 Strong Street ,Terang,VIC,3264,PO Box 124,Terang,VIC,3264,(035) 592-1349,183,Corangamite (S),142.921395,-38.246282
Government,1,6237,Merino Consolidated School,Primary,O,49 Paschendale Road ,Merino,VIC,3310,P O Box 55,Merino,VIC,3310,(035) 579-1305,241,Glenelg (S),141.5483064,-37.70636625
Government,1,6238,Rushworth P-12 College,Pri/Sec,O,45 Heily Street ,Rushworth,VIC,3612,P O Box 20,Rushworth,VIC,3612,(035) 856-1230,137,Campaspe (S),145.014399,-36.583317
Government,1,6242,Macleod College,Pri/Sec,O,Carwarp Street ,Macleod,VIC,3085,Carwarp Street,Macleod,VIC,3085,(039) 459-0222,66,Banyule (C),145.072218,-37.724746
Government,1,6243,Pakenham Consolidated School,Primary,O,2 Rundell Way ,Pakenham,VIC,3810,P O Box 120,Pakenham,VIC,3810,(035) 941-1511,145,Cardinia (S),145.4645654,-38.06540915
Government,1,6245,Poowong Consolidated School,Primary,O,5 Gardner Lane ,Poowong,VIC,3988,5 Gardner Lane,Poowong,VIC,3988,(035) 659-2356,617,South Gippsland (S),145.769703,-38.342481
Government,1,6247,Port Fairy Consolidated School,Primary,O,Albert Street ,Port Fairy,VIC,3284,P.O.Box 190,Port Fairy,VIC,3284,(035) 568-1051,549,Moyne (S),142.228225,-38.386616
Government,1,6249,Red Hill Consolidated School,Primary,O,341 Arthurs Seat Road ,Red Hill,VIC,3937,341 Arthurs Seat Road,Red Hill,VIC,3937,(035) 989-2321,534,Mornington Peninsula (S),144.99657,-38.366451
Government,1,6252,Sherbrooke Community School,Pri/Sec,O,311 Mt Dandenong Tourist Road ,Sassafras,VIC,3787,311 Mt Dandenong Tourist Road,Sassafras,VIC,3787,(039) 755-2007,745,Yarra Ranges (S),145.349444,-37.868244
Government,1,6255,Tongala Primary School,Primary,O,28 Miller Street ,Tongala,VIC,3621,28 Miller Street,Tongala,VIC,3621,(035) 859-0551,137,Campaspe (S),144.956517,-36.252149
Government,1,6257,Werrimull P-12 School,Pri/Sec,O,5 McDonald Street ,Werrimull,VIC,3496,Post Office,Werrimull,VIC,3496,(035) 028-1251,478,Mildura (RC),141.593839,-34.390411
Government,1,6259,Camperdown College,Pri/Sec,O,1 Wilson Street ,Camperdown,VIC,3260,P O Box 83,Camperdown,VIC,3260,(035) 593-1617,183,Corangamite (S),143.145435,-38.239731
Government,1,6260,Timboon P-12 School,Pri/Sec,O,Bailey Street ,Timboon,VIC,3268,P O Box 82,Timboon,VIC,3268,(035) 598-3381,183,Corangamite (S),142.975889,-38.484056
Government,1,6261,Distance Education Centre Victoria,Pri/Sec,O,315 Clarendon Street ,Thornbury,VIC,3071,315 Clarendon Street,Thornbury,VIC,3071,(038) 480-0000,189,Darebin (C),145.025701,-37.76204
Government,1,6262,Wedderburn College,Pri/Sec,O,15-29 Hospital Street ,Wedderburn,VIC,3518,P O Box 20,Wedderburn,VIC,3518,(035) 494-3011,394,Loddon (S),143.61877,-36.417022
Government,1,6359,Victorian School Of Languages,Pri/Sec,O,315 Clarendon Street ,Thornbury,VIC,3071,P O Box 1172,Thornbury,VIC,3071,(039) 474-0500,189,Darebin (C),145.0258329,-37.7619483
Government,1,6363,Avenues Education,Special,O,Level 2 999 Nepean Highway ,Moorabbin,VIC,3189,Level 2 999 Nepean Highway,Moorabbin,VIC,3189,(038) 552-0588,343,Kingston (C),145.036279,-37.934579
Government,1,7028,Mount Erin Secondary College,Secondary,O,Robinsons Road ,Frankston South,VIC,3199,Robinsons Road,Frankston South,VIC,3199,(035) 971-6000,217,Frankston (C),145.146081,-38.173964
Government,1,7050,Box Hill Senior Secondary College,Pri/Sec,O,Dunloe Avenue ,Mont Albert North,VIC,3129,DUNLOE AVENUE,Mont Albert North,VIC,3129,(039) 890-0571,698,Whitehorse (C),145.111907,-37.809243
Government,1,7088,Cobden Technical School,Secondary,O,Mckenzie Street ,Cobden,VIC,3266,P O Box 106,Cobden,VIC,3266,(035) 595-1202,183,Corangamite (S),143.0636059,-38.32403633
Government,1,7108,Lyndhurst Secondary College,Secondary,O,950 South Gippsland Highway ,Cranbourne,VIC,3977,P O Box 711,Cranbourne,VIC,3977,(035) 996-0144,161,Casey (C),145.271218,-38.075011
Government,1,7115,Daylesford Secondary College,Secondary,O,39 Smith Street ,Daylesford,VIC,3460,P O Box 349,Daylesford,VIC,3460,(035) 348-2367,291,Hepburn (S),144.151851,-37.33466597
Government,1,7122,Dromana Secondary College,Secondary,O,110 Harrisons Road ,Dromana,VIC,3936,110 Harrisons Road,Dromana,VIC,3936,(035) 987-2805,534,Mornington Peninsula (S),145.013582,-38.342636
Government,1,7183,Grovedale College,Secondary,O,19 Wingarra Drive ,Grovedale,VIC,3216,19 Wingarra Drive,Grovedale,VIC,3216,(035) 245-4545,275,Greater Geelong (C),144.3271514,-38.2110078
Government,1,7198,Irymple Secondary College,Secondary,O,975 - 1011 Karadoc Ave ,Irymple,VIC,3498,975 - 1011 Karadoc Ave,Irymple,VIC,3498,(035) 024-5407,478,Mildura (RC),142.1647031,-34.23232674
Government,1,7205,Crusoe 7-10 Secondary College,Secondary,O,57 - 75 Olympic Parade ,Kangaroo Flat,VIC,3555,"P O Box 1167,",Kangaroo Flat,VIC,3555,(035) 447-7722,262,Greater Bendigo (C),144.234183,-36.79075
Government,1,7217,Peter Lalor Secondary College,Secondary,O,35 Duncan Road ,Lalor,VIC,3075,P O Box 1250,Epping,VIC,3076,(039) 464-0122,707,Whittlesea (C),145.0131559,-37.66690584
Government,1,7219,Lilydale Heights College,Secondary,O,17 Nelson Road ,Lilydale,VIC,3140,P O Box 160,Lilydale,VIC,3140,(039) 735-1133,745,Yarra Ranges (S),145.3414068,-37.7458221
Government,1,7247,Staughton College,Secondary,O,Wilson Road ,Melton South,VIC,3338,P O Box 2344,Melton South,VIC,3338,(039) 743-4622,465,Melton (C),144.567745,-37.708271
Government,1,7250,Chaffey Secondary College,Secondary,O,261-289 Deakin Avenue ,Mildura,VIC,3500,P O Box 1610,Mildura,VIC,3502,(035) 023-0538,478,Mildura (RC),142.147985,-34.19573
Government,1,7255,Bentleigh Secondary College,Secondary,O,Vivien St ,Bentleigh East,VIC,3165,P O Box 186,Bentleigh East,VIC,3165,(039) 579-1044,231,Glen Eira (C),145.0599114,-37.92767095
Government,1,7267,Mount Clear College,Secondary,O,59 Olympic Avenue ,Mount Clear,VIC,3353,P O Box 257,Ballarat,VIC,3350,(035) 330-1500,57,Ballarat (C),143.8767265,-37.60741829
Government,1,7275,Rosehill Secondary College,Secondary,O,Sapphire Street ,Niddrie,VIC,3042,Sapphire Street,Niddrie,VIC,3042,(039) 337-2488,506,Moonee Valley (C),144.886183,-37.746679
Government,1,7300,Northern College of the Arts and Technology,Secondary,O,62 Murray Road ,Preston,VIC,3072,P O Box 8041,Northland,VIC,3072,(039) 478-1333,189,Darebin (C),145.025372,-37.740069
Government,1,7331,McGuire College,Secondary,O,92-100 Wilmot Road ,Shepparton,VIC,3630,P O Box 6605,Shepparton,VIC,3632,(035) 858-9800,283,Greater Shepparton (C),145.408146,-36.39895
Government,1,7366,Swinburne Senior Secondary College,Secondary,O,505 Burwood Road ,Hawthorn,VIC,3122,505 Burwood Rd,Hawthorn,VIC,3122,(038) 862-4400,111,Boroondara (C),145.040821,-37.823135
Government,1,7384,Victorian College Of The Arts Secondary School,Secondary,O,57 Miles Street ,Southbank,VIC,3006,57 Miles Street,Southbank,VIC,3006,(038) 644-8644,460,Melbourne (C),144.964767,-37.828229
Government,1,7395,Brauer Secondary College,Secondary,O,Caramut Road ,Warrnambool,VIC,3280,P O Box 676,Warrnambool,VIC,3280,(035) 560-3888,673,Warrnambool (C),142.458924,-38.358714
Government,1,7402,Wyndham Central Secondary College,Secondary,O,101 Shaws Road ,Werribee,VIC,3030,P O Box 304,Werribee,VIC,3030,(039) 741-4911,726,Wyndham (C),144.653628,-37.888964
Government,1,7405,Weeroona College Bendigo,Secondary,O,383 Napier Street ,Bendigo,VIC,3550,P O Box 566,Bendigo,VIC,3552,(035) 443-2133,262,Greater Bendigo (C),144.29798,-36.73893
Government,1,7408,Whittlesea Secondary College,Secondary,O,Laurel Street ,Whittlesea,VIC,3757,P O Box 54,Whittlesea,VIC,3757,(039) 719-1200,707,Whittlesea (C),145.1201751,-37.5150463
Government,1,7505,Alexandra Secondary College,Secondary,O,Downey Street ,Alexandra,VIC,3714,Private Bag 1,Alexandra,VIC,3714,(035) 770-2000,562,Murrindindi (S),145.701477,-37.19449
Government,1,7526,Auburn High School,Secondary,O,26 Burgess Street ,Hawthorn East,VIC,3123,26 Burgess Street,Hawthorn East,VIC,3123,(039) 822-3247,111,Boroondara (C),145.044628,-37.839849
